Age,Temperature_C,Heart_Rate_BPM,Respiratory_Rate_BPM,Weight_Change_Percent,Food_Intake_Percent,Stool_Consistency,Activity_Level,Edema,Trunk_Moisture,Mucous_Membrane,Gait_Score,Health_Status,Diagnosis
33,37.2,29,7,-0.4,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,38.6,45,25,-1.3,23,Loose,Low (Lethargic),None,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
33,39.9,48,23,-2.4,50,Loose,Moderate,Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
2,36.4,38,10,-2.1,11,Constipated,High,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
32,39.2,68,26,-3.0,49,Loose,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
53,38.6,44,17,-2.6,66,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
6,36.7,40,7,-0.0,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,40.0,59,25,-2.0,52,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
41,36.8,36,11,-0.6,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,36.1,40,17,-2.5,34,Loose,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
21,40.1,48,26,-3.0,56,Normal,Low (Lethargic),Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
26,37.2,51,18,-4.5,48,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
8,36.8,35,9,-0.5,68,Constipated,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
54,37.6,37,16,-1.1,12,Constipated,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
56,38.3,52,22,-2.7,52,Normal,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
30,40.1,67,23,-1.5,43,Loose,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
27,35.8,34,6,0.0,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,36.3,34,8,-0.9,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.0,29,12,0.3,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,36.5,34,6,-0.7,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.1,32,10,-0.1,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,35.9,37,12,-0.8,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,36.1,35,10,0.1,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,38.6,56,14,-1.9,41,Constipated,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
28,40.4,70,18,-3.5,37,Loose,Low (Lethargic),None,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
15,36.2,40,11,-0.1,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,35.9,37,8,-1.0,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,35.9,34,9,-0.5,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,40.2,66,30,-3.1,43,Loose,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
25,36.2,27,12,0.8,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,36.6,25,11,-0.6,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,38.6,57,21,-3.9,65,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
2,37.1,29,14,-0.9,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.8,38,13,-0.7,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
32,36.2,36,12,0.5,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,37.7,57,13,-3.9,54,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
19,37.2,49,13,-2.4,44,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
11,36.4,53,11,-0.5,13,Constipated,Moderate,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
24,40.1,68,25,-2.4,44,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
42,37.0,40,7,0.9,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
15,40.2,53,18,-1.8,35,Loose,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
60,36.1,36,8,0.2,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,38.4,60,14,-3.3,38,Constipated,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
19,38.7,50,16,-5.0,40,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
2,35.9,25,14,-0.8,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,37.2,32,8,0.8,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.2,54,18,-3.3,64,Constipated,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
17,37.1,56,19,-4.2,57,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
16,38.9,57,27,-4.0,31,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
44,36.9,34,12,-0.5,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.7,36,7,0.3,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,37.5,46,11,0.3,48,Constipated,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
46,36.0,31,13,-0.2,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.2,36,10,0.6,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,37.1,31,8,0.7,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,37.6,45,17,-0.8,41,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
13,38.7,63,21,-3.4,23,Normal,Moderate,None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
58,37.1,30,8,-0.4,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.9,28,14,0.8,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,36.4,30,6,-0.1,81,Normal,Moderate,None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
51,36.4,30,9,-0.5,84,Constipated,Low (Lethargic),Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
56,36.1,33,7,-0.4,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,38.6,47,24,-3.3,45,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
10,40.0,48,18,-2.3,50,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
6,35.9,26,8,-0.7,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,38.9,48,26,-1.8,30,Loose,Low (Lethargic),Mild,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
44,36.5,38,12,-0.7,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.3,30,14,0.9,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,35.9,26,14,-0.2,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,37.7,48,20,-2.1,69,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
52,35.8,32,8,-0.6,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,38.4,42,19,-4.4,66,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
7,36.9,55,10,-1.7,20,Constipated,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
7,37.2,37,11,-0.6,61,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
11,35.9,34,8,0.7,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.1,34,10,0.4,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,39.8,67,18,-1.2,48,Normal,Moderate,Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
19,36.0,31,11,0.3,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.0,40,14,0.5,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.0,31,11,1.0,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,37.2,37,11,0.5,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,38.8,59,23,-1.6,36,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
5,35.9,29,6,1.0,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,36.9,29,8,-0.9,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.7,35,6,-0.7,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,36.4,40,7,-0.3,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,36.8,38,10,0.7,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,37.4,35,14,-1.8,19,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
48,36.4,33,14,-0.6,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,35.9,37,7,-0.3,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.0,32,10,-0.8,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,37.2,40,14,-0.8,46,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
12,37.0,26,7,-0.3,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.2,43,9,-0.3,82,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
25,36.2,28,9,-0.1,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,39.8,62,22,-1.2,26,Normal,Low (Lethargic),None,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
25,39.5,57,22,-3.9,34,Normal,Moderate,None,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
20,35.9,30,6,0.7,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,35.9,31,12,-0.4,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,35.9,31,13,0.4,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,37.0,34,14,-0.0,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.1,25,8,0.5,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,38.5,40,13,-4.8,38,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
40,36.9,34,11,0.4,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,38.6,50,23,-3.7,48,Loose,Moderate,None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
20,37.5,40,16,-2.3,58,Constipated,Moderate,None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
30,40.2,45,25,-3.6,44,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
55,37.0,48,12,-2.3,54,Normal,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
44,39.4,69,19,-4.0,59,Normal,Moderate,None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
9,37.4,53,21,-3.4,60,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
36,39.5,70,25,-1.1,21,Loose,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
11,37.1,51,17,-3.1,56,Constipated,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
8,36.0,37,8,0.5,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,36.3,29,9,-0.9,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,37.8,54,14,-2.0,44,Constipated,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
21,35.8,34,12,-0.2,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,40.2,46,20,-3.6,42,Loose,Moderate,Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
15,35.9,39,11,-0.8,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,36.8,27,6,-0.7,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,36.1,33,14,-0.8,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
35,36.8,31,7,-0.3,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,37.5,55,13,-1.5,11,Loose,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
54,35.9,34,10,-0.1,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,37.1,32,10,-0.8,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,37.1,35,14,-0.9,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
20,36.4,40,9,0.4,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.2,29,8,-1.0,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,39.2,58,28,-2.9,38,Loose,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
21,36.1,43,12,0.4,79,Normal,Low (Lethargic),None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
5,36.9,25,8,0.3,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,36.6,27,8,0.5,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,37.2,42,16,-3.3,44,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
19,39.5,58,19,-2.0,35,Normal,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
26,36.8,47,18,0.0,40,Constipated,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
57,36.6,30,10,-1.0,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.3,38,8,0.8,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,36.0,39,10,-0.8,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,37.1,37,8,-0.4,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.2,31,6,-0.8,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
2,36.5,36,13,-0.2,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,36.7,40,8,-2.6,37,Constipated,Moderate,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
32,37.5,31,12,-0.8,75,Constipated,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
44,35.8,35,8,-0.0,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.2,36,6,0.5,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,37.6,51,16,-2.4,38,Constipated,High,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
16,37.1,30,11,-1.1,82,Constipated,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
12,37.5,43,22,-2.2,40,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
59,37.0,31,6,0.4,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,38.1,47,17,-1.9,47,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
42,39.7,53,19,-3.1,52,Normal,Moderate,None,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
34,36.8,35,13,0.2,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,37.9,54,18,-2.2,32,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
20,36.6,31,13,-0.3,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,37.0,54,9,-2.7,18,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
47,37.1,28,8,0.4,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,40.5,61,19,-2.5,58,Normal,Moderate,None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
20,36.7,28,7,0.0,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,35.9,38,10,-0.4,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,38.7,39,14,-3.2,65,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
48,36.8,36,13,0.8,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,37.2,44,8,-2.3,43,Loose,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
34,36.7,34,13,0.3,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,36.1,44,17,-1.4,41,Loose,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
57,36.3,29,10,-0.4,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,38.1,46,17,-1.6,41,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
37,37.4,38,14,-4.1,70,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
24,36.6,31,7,1.0,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.8,32,14,-0.6,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.4,30,9,0.9,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,38.2,60,21,-2.8,40,Normal,Moderate,None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
5,36.6,27,6,0.9,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
19,38.4,50,17,-3.3,68,Normal,Moderate,None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
18,40.4,67,29,-2.1,47,Normal,Moderate,None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
14,36.0,33,10,0.3,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,40.1,50,22,-1.1,24,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
7,36.3,33,8,-0.4,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.5,36,10,0.2,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,37.4,30,12,-0.7,60,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
58,36.2,30,9,0.7,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,39.3,59,28,-1.8,36,Loose,Low (Lethargic),Mild,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
54,37.2,55,17,-3.8,49,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
55,36.7,31,8,-0.8,82,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
43,37.1,38,12,-0.5,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,37.3,39,13,-3.8,60,Constipated,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
2,38.5,45,28,-3.5,55,Normal,Low (Lethargic),Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
19,36.3,29,10,-0.7,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.6,36,12,-2.0,30,Constipated,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
6,36.2,27,13,-0.1,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
32,35.9,39,11,-0.9,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.6,33,8,-1.4,70,Constipated,Low (Lethargic),None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
49,36.9,30,12,-0.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,37.0,36,10,0.2,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
35,37.5,46,10,-2.8,42,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
12,36.2,28,7,-0.5,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,38.3,42,22,-4.7,56,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
58,36.8,36,8,-1.4,86,Constipated,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
26,36.2,54,11,-1.7,38,Loose,High,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
37,37.9,45,22,-2.8,39,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
23,36.5,31,14,0.4,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,37.1,28,9,0.5,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.0,27,13,-0.0,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,36.2,29,13,-0.7,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
24,36.4,37,14,-0.4,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
2,37.7,49,12,-0.7,20,Loose,High,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
6,35.9,35,9,-0.1,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
25,35.8,29,10,-0.9,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,39.0,46,25,-2.5,41,Loose,Low (Lethargic),None,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
5,36.5,37,9,-1.5,83,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
11,40.1,60,30,-1.0,44,Loose,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
50,36.1,30,9,-0.6,78,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
53,36.5,25,11,-0.6,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,36.7,30,14,-0.6,21,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
60,38.7,49,23,-3.6,39,Loose,Low (Lethargic),None,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
49,38.3,55,12,-4.5,36,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
13,36.8,35,12,0.2,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,38.7,58,17,-4.4,65,Normal,Moderate,None,Dry,Pale,Normal,Dehydration,Severe Dehydration
56,36.7,38,12,-0.9,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.8,30,6,-0.1,73,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
40,37.1,34,13,0.6,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,39.5,48,18,-3.7,55,Loose,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
49,36.7,39,11,0.4,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.7,30,14,0.5,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.7,31,7,-0.4,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,36.1,33,6,0.6,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,37.6,39,16,-3.4,44,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
32,37.2,39,18,-4.9,40,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
8,36.4,25,11,0.7,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
15,36.0,31,6,0.8,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,36.5,36,12,-0.6,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.0,30,9,0.0,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,38.5,55,16,-1.9,43,Normal,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
36,39.4,65,28,-3.4,23,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
45,36.2,31,12,-0.8,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,35.8,26,13,0.7,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,38.0,40,19,-4.7,49,Normal,Moderate,None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
49,37.2,41,9,-1.3,85,Constipated,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
56,36.0,34,9,-0.0,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,37.4,58,13,-1.8,46,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
37,36.1,33,10,-2.8,26,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
15,36.9,36,12,-0.4,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.1,38,7,0.5,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,37.0,39,12,-0.2,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,38.4,54,17,-2.6,41,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
36,38.7,56,14,-4.1,36,Constipated,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
44,40.4,62,20,-1.8,34,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
8,36.6,39,8,0.2,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
